nombre,financiamiento,provincia,localidad,internacion,camas
FUNDACION JORGE BONINO - CENTRO EDUCATIVO TERAPEUTICO,Privado,Córdoba,Córdoba,No,0.0
FUNDACION PARA EL PROGRESO DE LA MEDICINA,Privado,Córdoba,Córdoba,No,0.0
GAMOND MEDICINA Y ESTETICA,Privado,Córdoba,Córdoba,No,0.0
GENTIUM CENTRO MEDICO PRIVADO,Privado,Córdoba,Villa Allende,No,0.0
GLAM PLASTIC SURGERY CENTRO PRIVADO DE CIRUGIA PLASTICA,Privado,Córdoba,Córdoba,No,0.0
HOGAR CON CENTRO DE DIA - FUNDACION OTIUM,Privado,Córdoba,Córdoba,No,0.0
HOGAR DE INTEGRACION SOCIAL DEL INCAPACITADO MENTAL,Privado,Córdoba,Salsipuedes (El Pueblito),No,0.0
HOGAR DE RESIDENCIA (HOGAR DE DIA),Privado,Córdoba,Villa Carlos Paz,No,0.0
HOGAR EL SOL - CENTRO DE DIA SOLARTE,Privado,Córdoba,Malvinas Argentinas,No,0.0
HOMINIS CENTRO QUIRURGICO AMBULATORIO PRIVADO SRL,Privado,Córdoba,Oncativo,No,0.0
HOSPITAL DE AUTOGESTION - DR. FERMIN DE LA COLINA -,Público,Córdoba,Villa Concepción del Tío,No,0.0
HOSPITAL ILLIA,Público,Córdoba,La Calera,No,0.0
HOSPITAL MUNICIPAL DE NOETINGER,Público,Córdoba,Noetinger,No,0.0
HOSPITAL MUNICIPAL ENRIQUE CARRUTTI,Público,Córdoba,Vicuña Mackenna,No,0.0
HOSPITAL MUNICIPAL PASCANAS,Público,Córdoba,Pascanas,No,0.0
HOSPITAL MUNICIPAL RENE FAVALORO,Público,Córdoba,Monte de los Gauchos,No,0.0
IMAGENES SRL PRIVADO,Privado,Córdoba,Córdoba,No,0.0
IMMAC INSTITUTO MEDICO DE MEDIANA Y ALTA COMPLEJIDAD PRIVADO,Privado,Córdoba,Córdoba,No,0.0
INDOM S.A- SERVICIO DE INTERNACION DOMICILIARIA,Privado,Córdoba,Córdoba,No,0.0
INISED - CENTRO DE REHABILITACION E INTEGRACION ESCOLAR,Privado,Córdoba,Oliva,No,0.0
INOFAC S.R.L - CENTRO DE OTORRINOLARINGOLOGIA Y FONOAUDIOLOGIA,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO CROCE - ALERGIA Y ASMA,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO DE ESPECIALIDADES MEDICAS S.R.L,Privado,Córdoba,La Calera,No,0.0
INSTITUTO DE REHABILITACION DEL LISIADO - CORDOBA,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO DEL CORAZON SRL,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO GINECOLOGICO MATERNO INFANTIL PRIVADO S.R.L,Privado,Córdoba,Villa Carlos Paz,No,0.0
INSTITUTO GIOINO SA,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO MEDICO PRIVADO DAMIC S.R.L,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO NEUROLOGICO PRIVADO DE CORDOBA,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO ONCOHEMATOLOGICO PRIVADO S.R.L,Privado,Córdoba,Río Cuarto,No,0.0
INSTITUTO OULTON,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO PRIVADO DE INVESTIGACIONES CLINICAS CORDOBA,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO PRIVADO DE OFTALMOLOGIA DR. MOSTAZA SANCHEZ Y ASOCIADOS SRL,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO PRIVADO DE RADIOTERAPIA ONCOLOGICA S.A,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO PVDO. DE RADIOTERAPIA SA,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO RADIOLOGICO CONCI CARPINELLA S.R.L,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO RADIOLOGICO PRIVADO DR. DI RIENZO SRL,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO SULLAI-CENTRO EDUCATIVO TERAPEUTICO CON INTEGRACION ESCOLAR,Privado,Córdoba,Córdoba,No,0.0
INSTITUTO TRAUMATOLOGICO DE CORDOBA SA,Privado,Córdoba,Córdoba,No,0.0
INTERDOM ARGENTINA DE GME MEDICINA EMPRESARIA ESTABLECIMIENTO PRIVADO,Privado,Córdoba,Córdoba,No,0.0
INTERNACION DOMICILIARIA DEL SUR PRIVADA S.A,Privado,Córdoba,Córdoba,No,0.0
IPAC CLINICA PRIVADA CARAFFA SRL,Privado,Córdoba,Córdoba,No,0.0
JEWELS MEDICAL SPA,Privado,Córdoba,Villa Carlos Paz,No,0.0
LABORATORIO CENTRAL DE LA PROVINCIA DE CORDOBA,Público,Córdoba,Córdoba,No,0.0
LABORATORIO DE ANALISIS CLINICO LACE,Privado,Córdoba,Córdoba,No,0.0
LABORATORIO DE CEPROCOR - AGENCIA CORDOBA CIENCIA,Público,Córdoba,Córdoba,No,0.0
LABORATORIO DE FUNDACION AVANCE,Privado,Córdoba,Córdoba,No,0.0
LABORATORIO DE RADIOISOTOPOS S.A,Privado,Córdoba,Córdoba,No,0.0
LABORATORIO LIDMO S.R.L.,Privado,Córdoba,Córdoba,No,0.0
LAS ROSAS MEDICINA ESTETICA CENTRO MEDICO PRIVADO,Privado,Córdoba,Córdoba,No,0.0
LASERPIEL - CENTRO DE DERMATOLOGIA Y ESTETICA MEDICA,Privado,Córdoba,Córdoba,No,0.0
LG TRANSPORTE PRIVADO - TRASLADO CRONICOS,Privado,Córdoba,Córdoba,No,0.0
LIFE CENTRO MEDICO,Privado,Córdoba,Córdoba,No,0.0
LO-MAR SA DIVISION SALUD,Privado,Córdoba,Río Tercero,No,0.0
MARIA VICTORIA CENTRO DE AUDICION LENGUAJE Y SALUD MENTAL,Privado,Córdoba,Alta Gracia,No,0.0
MED - SERVICIO MEDICO PRIVADO,Privado,Córdoba,Villa Carlos Paz,No,0.0
MIRELLA CENTRO DE ESTETICA,Privado,Córdoba,Córdoba,No,0.0
MIRKO TRANSPORTE - TRASLADO PACIENTE CRONICO,Privado,Córdoba,Córdoba,No,0.0
MS MEDIC,Privado,Córdoba,Montecristo,No,0.0
NASCENTIS CENTRO MERDICO PRIVADO,Privado,Córdoba,Córdoba,No,0.0
NAZARETH INSTITUCION PRIVADA SIN FINES DE LUCRO,Privado,Córdoba,Las Higueras,No,0.0
OCULOS SRL,Privado,Córdoba,Córdoba,No,0.0
OFTALMO MEDICINA OCULAR,Privado,Córdoba,Alta Gracia,No,0.0
ORIGEN SALUD REPRODUCTIVA,Privado,Córdoba,Córdoba,No,0.0
OSPECON -OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,Privado,Córdoba,Córdoba,No,0.0
OSPJTAP,Privado,Córdoba,Córdoba,No,0.0
PEM PAKTON EMERGENCIAS MEDICAS,Privado,Córdoba,Capilla del Monte,No,0.0
PIEDRITA BLANCA,Público,Córdoba,Piedrita Blanca,No,0.0
PISO YRIGOYEN - CENTRO DE TERAPIAS FISICAS,Privado,Córdoba,Córdoba,No,0.0
POSTA DE SALUD SAN JORGE,Público,Córdoba,La Falda,No,0.0
POSTA SANITARIA BICENTENARIO,Público,Córdoba,El Tío,No,0.0
POSTA SANITARIA COMUNAL,Público,Córdoba,Villa Gutiérrez,No,0.0
POSTA SANITARIA MUNICIPAL,Público,Córdoba,Villa Valeria,No,0.0
POSTA SANITARIA Nº 1 SANTA RITA DE CASIA,Público,Córdoba,Huinca Renancó,No,0.0
POSTA SANITARIA Nº 2 MEDALLA MILAGROSA,Público,Córdoba,Huinca Renancó,No,0.0
POSTA SANITARIA Nº 3 ALBERTO GONDRA,Público,Córdoba,Huinca Renancó,No,0.0
POSTA SANITARIA SAN JOSE,Público,Córdoba,Santa María de Punilla,No,0.0
POSTA SANITARIA SAN ROQUE,Público,Córdoba,San Roque,No,0.0
POSTA SANITARIA SANTA TERESA,Público,Córdoba,Valle Hermoso,No,0.0
POSTA TILLARD,Público,Córdoba,Santa María de Punilla,No,0.0
PUESTO AMUCHASTEGUI LA QUEBRADA,Público,Córdoba,Río Ceballos,No,0.0
PUESTO DE SALUD SAGRADA FAMILIA,Público,Córdoba,Sagrada Familia,No,0.0
PUESTO SANITARIO,Público,Córdoba,Pacheco de Melo,No,0.0
PUESTO SANITARIO 9 DE JULIO,Público,Córdoba,Villa de Soto,No,0.0
PUESTO SANITARIO ABELARDO,Público,Córdoba,Potrero de Garay,No,0.0
PUESTO SANITARIO ALDEA SANTA MARIA,Público,Córdoba,Aldea Santa María,No,0.0
PUESTO SANITARIO ALTO DE LOS QUEBRACHOS,Público,Córdoba,Alto de los Quebrachos,No,0.0
PUESTO SANITARIO AMBOY,Público,Córdoba,Amboy,No,0.0
PUESTO SANITARIO ANA ZUMARAN,Público,Córdoba,Ana Zumarán,No,0.0
PUESTO SANITARIO AVELLANEDA,Público,Córdoba,Avellaneda (Avellaneda),No,0.0
PUESTO SANITARIO BARRIO LOZA,Público,Córdoba,Río Ceballos,No,0.0
PUESTO SANITARIO BELLA VISTA,Público,Córdoba,Villa de Soto,No,0.0
PUESTO SANITARIO CACHI YACO,Público,Córdoba,Pozo Nuevo,No,0.0
PUESTO SANITARIO CAMPO ALEGRE,Público,Córdoba,Pozo Nuevo,No,0.0
PUESTO SANITARIO CAÑADA DE RIO PINTO,Público,Córdoba,Cañada de Río Pinto,No,0.0
PUESTO SANITARIO CAÑADA DE MACHADO,Público,Córdoba,Cañada de Machado,No,0.0
PUESTO SANITARIO CAÑADA DEL SAUCE,Público,Córdoba,Cañada del Sauce,No,0.0
PUESTO SANITARIO CHALACEA,Público,Córdoba,Chalacea,No,0.0
PUESTO SANITARIO CHUÑA HUASI,Público,Córdoba,Chuña Huasi,No,0.0
PUESTO SANITARIO COLONIA LAS CUATRO ESQUINAS,Público,Córdoba,Colonia las Cuatro Esquinas,No,0.0
PUESTO SANITARIO COMUNA DE LUTTI,Público,Córdoba,Lutti,No,0.0
PUESTO SANITARIO COMUNA SALADILLO,Público,Córdoba,Saladillo,No,0.0
PUESTO SANITARIO COMUNAL EVA PERON,Público,Córdoba,Las Caleras,No,0.0
PUESTO SANITARIO DE ARROYO DE LOS PATOS,Público,Córdoba,Arroyo los Patos,No,0.0
PUESTO SANITARIO DE CHURQUI CAÑADA,Público,Córdoba,Churqui Cañada,No,0.0
PUESTO SANITARIO DE LA QUINTA,Público,Córdoba,La Quinta,No,0.0
PUESTO SANITARIO DE LAS RABONAS,Público,Córdoba,Las Rabonas,No,0.0
PUESTO SANITARIO DE RIO BAMBA,Público,Córdoba,Río Bamba,No,0.0
PUESTO SANITARIO DR. PEREYRA CORVALAN,Público,Córdoba,Villa General Belgrano,No,0.0
PUESTO SANITARIO EDUARDO BERTHOLET,Público,Córdoba,Villa del Dique,No,0.0
PUESTO SANITARIO EL BAÑADO,Público,Córdoba,Quilino,No,0.0
PUESTO SANITARIO EL CRISPIN,Público,Córdoba,El Crispín,No,0.0
PUESTO SANITARIO EL PERCHEL,Público,Córdoba,San José de la Dormida,No,0.0
PUESTO SANITARIO GENERAL BELGRANO,Público,Córdoba,Villa de Soto,No,0.0
PUESTO SANITARIO IMPIRA,Público,Córdoba,Impira,No,0.0
PUESTO SANITARIO JUAN XXIII,Público,Córdoba,Bell Ville,No,0.0
PUESTO SANITARIO JUSTINIANO MARTINEZ,Público,Córdoba,Cerro Colorado,No,0.0
PUESTO SANITARIO LA BATEA,Público,Córdoba,La Batea,No,0.0
PUESTO SANITARIO LA PLAYA,Público,Córdoba,La Playa,No,0.0
PUESTO SANITARIO LA POBLACION,Público,Córdoba,La Población,No,0.0
PUESTO SANITARIO LAS ALBAHACAS,Público,Córdoba,Las Albahacas,No,0.0
PUESTO SANITARIO LAS BAJADAS,Público,Córdoba,Las Bajadas,No,0.0
PUESTO SANITARIO LAS CALLES,Público,Córdoba,Las Calles,No,0.0
PUESTO SANITARIO LAS CHACRAS,Público,Córdoba,Quilino,No,0.0
PUESTO SANITARIO LAS FLORES,Público,Córdoba,Villa de Soto,No,0.0
PUESTO SANITARIO LAS ISLETILLAS,Público,Córdoba,Las Isletillas,No,0.0
PUESTO SANITARIO LAS PLAYAS,Público,Córdoba,Las Playas,No,0.0
PUESTO SANITARIO LOS CADILLOS,Público,Córdoba,Quilino,No,0.0
PUESTO SANITARIO LOS CERRILLOS,Público,Córdoba,San Francisco del Chañar,No,0.0
PUESTO SANITARIO LOS CHAÑARITOS,Público,Córdoba,Los Chañaritos,No,0.0
PUESTO SANITARIO LOS HOYOS,Público,Córdoba,Los Hoyos,No,0.0
PUESTO SANITARIO LOS POZOS,Público,Córdoba,Los Pozos,No,0.0
PUESTO SANITARIO LOS TALARES,Público,Córdoba,Villa de Pocho,No,0.0
PUESTO SANITARIO MALENA,Público,Córdoba,Malena,No,0.0
PUESTO SANITARIO MEDIA NARANJA,Público,Córdoba,Media Naranja,No,0.0
PUESTO SANITARIO N° 8 DE VILLA SARMIENTO,Público,Córdoba,Villa Sarmiento,No,0.0
PUESTO SANITARIO Nº 3 LA TOMA,Público,Córdoba,San José de la Dormida,No,0.0
PUESTO SANITARIO OLIVARES DE SAN NICOLAS,Público,Córdoba,Olivares de San Nicolás,No,0.0
PUESTO SANITARIO ONAGOITY,Público,Córdoba,Onagoity,No,0.0
PUESTO SANITARIO PABLO CAMINOS,Público,Córdoba,El Chacho,No,0.0
PUESTO SANITARIO PALO PARADO,Público,Córdoba,Media Naranja,No,0.0
PUESTO SANITARIO PARAJE LOS ALGARROBOS,Público,Córdoba,Nono,No,0.0
PUESTO SANITARIO PIEDRAS GRANDES,Público,Córdoba,La Falda,No,0.0
PUESTO SANITARIO PLAZA DE MERCEDES,Público,Córdoba,Plaza de Mercedes,No,0.0
PUESTO SANITARIO POZO NUEVO,Público,Córdoba,Pozo Nuevo,No,0.0
PUESTO SANITARIO PUNTA DEL AGUA,Público,Córdoba,Punta del Agua,No,0.0
PUESTO SANITARIO SAN ANTONIO DE LA COSTA,Público,Córdoba,Quilino,No,0.0
PUESTO SANITARIO SAN CLEMENTE,Público,Córdoba,San Clemente,No,0.0
PUESTO SANITARIO SAN FRANCISCO DE ASIS,Público,Córdoba,El Rastreador,No,0.0
PUESTO SANITARIO SAN LORENZO,Público,Córdoba,San Lorenzo,No,0.0
PUESTO SANITARIO SAN MARTIN,Público,Córdoba,Pozo Nuevo,No,0.0
PUESTO SANITARIO SAN PEDRO NORTE,Público,Córdoba,San Pedro Norte,No,0.0
PUESTO SANITARIO SAN ROQUE DE RAYO CORTADO,Público,Córdoba,Rayo Cortado,No,0.0
PUESTO SANITARIO SANTA CRUZ,Público,Córdoba,San Pedro Norte,No,0.0
PUESTO SANITARIO SANTA ELENA,Público,Córdoba,Rayo Cortado,No,0.0
PUESTO SANITARIO SANTA MARIA,Público,Córdoba,Pozo Nuevo,No,0.0
PUESTO SANITARIO SANTA RITA,Público,Córdoba,Bell Ville,No,0.0
PUESTO SANITARIO TINOCO,Público,Córdoba,Tinoco,No,0.0
PUESTO SANITARIO TOTORILLA,Público,Córdoba,Chuña Huasi,No,0.0
PUESTO SANITARIO VILLA QUILINO,Público,Córdoba,Villa Quilino,No,0.0
PUESTO SANITARIO YOCSINA,Público,Córdoba,Malagueño,No,0.0
RE EMERGENCIA,Privado,Córdoba,Córdoba,No,0.0
REAMED CENTRO DE REHABILITACION MEDICA,Privado,Córdoba,Córdoba,No,0.0
REHABILITACION COFICO CENTRO PRIVADO DE SALUD,Privado,Córdoba,Córdoba,No,0.0
ROENTGEN S.A,Privado,Córdoba,Villa María,No,0.0
S.A.M.I SERVICIO DE ASISTENCIA MEDICA INTEGRAL PRIVADO,Privado,Córdoba,Marcos Juárez,No,0.0
SALA ASISTENCIAL EL TORREON,Público,Córdoba,Villa Rumipal,No,0.0
SALA DE 1ROS AUXILIOS NUESTRA SEÑORA DEL ROSARIO,Público,Córdoba,San Joaquín,No,0.0
SALA DE PRIMEROS AUXILIOS ARTURO ILLIA EL TUSCAL,Público,Córdoba,Lucio V. Mansilla,No,0.0
SALA DE PRIMEROS AUXILIOS MARIA AUXILIADORA,Público,Córdoba,Leguizamón,No,0.0
SALA DE PRIMEROS AUXILIOS VILLA LOS AROMOS,Público,Córdoba,Villa los Aromos,No,0.0
SALA PRIMEROS AUXILIOS JOSE A. MAYORGA II,Público,Córdoba,Pampayasta Norte,No,0.0
SALITA DE PRIMEROS AUXILIOS BARRIO SAN CAYETANO,Público,Córdoba,General Levalle,No,0.0
SALON DE USOS MULTIPLES,Público,Córdoba,Santa Rosa de Río Primero (Est. Villa Santa Rosa),No,0.0
SALUD ACTIVA - SERVICIO DE ATENCION DOMICILIARIA,Privado,Córdoba,Villa Carlos Paz,No,0.0
SAMAD- SERVICIO DE ASISTENCIA MEDICA A DOMICILIO,Privado,Córdoba,Marcos Juárez,No,0.0
SAN AGUSTIN DE GUAYASCATE,Público,Córdoba,San José de la Dormida,No,0.0
SAN FRANCISCO DE ASIS DE LA BUENA CAUSA - CENTRO EDUCATIVO TERAPEUTICO,Privado,Córdoba,Villa Carlos Paz,No,0.0
SANAR - DERIVACIONES MEDICAS,Privado,Córdoba,San Francisco,No,0.0
SANAR CENTRO DE MEDICINA PRIVADA,Privado,Córdoba,Sacanta,No,0.0
SANATORIO PRIVADO SAN BASILIO,Privado,Córdoba,San Basilio,No,0.0
SANITY CARE SERVICIO DE ATENCION DOMICILIARIA SRL,Privado,Córdoba,Córdoba,No,0.0
SANOS EMERGENCIAS MEDICAS,Privado,Córdoba,Cruz del Eje,No,0.0
SANT ANGELO CENTRO MEDICO PRIVADO,Privado,Córdoba,Córdoba,No,0.0
SAS SALUD S. A,Privado,Córdoba,Cosquín,No,0.0
SERVCIO DE TRSALADO DE PACIENTES CRONICOS Y/O PERSONAS CON CAPACIDADES DIFERENTES CBN,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE ATENCION DOMICILIARIA CORPORIS,Privado,Córdoba,Villa Dolores,No,0.0
SERVICIO DE ATENCION DOMICILIARIA REBORN SRL,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE ATENCION DOMICILIARIA URGENCIAS MEDICAS 911 - MARCOS JUAREZ,Privado,Córdoba,Marcos Juárez,No,0.0
SERVICIO DE AUDIOLOGIA REYNA FABIOLA,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE CONSULTA MEDICA DOMICILIARIA (CMD),Privado,Córdoba,Cruz del Eje,No,0.0
SERVICIO DE EMERGENCIA E.M.A (EMERGENCIA MEDICA ASISTENCIAL),Privado,Córdoba,Río Cuarto,No,0.0
SERVICIO DE EMERGENCIA EMERGD,Privado,Córdoba,General Deheza,No,0.0
SERVICIO DE EMERGENCIAS DE ASISTENCIA MEDICA INTEGRAL PRIVADO SA,Privado,Córdoba,Jesús María,No,0.0
SERVICIO DE EMERGENCIAS EMERGER S.R.L,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE EMERGENCIAS EMERGHR 35,Privado,Córdoba,Huinca Renancó,No,0.0
SERVICIO DE EMERGENCIAS FAMI S.RL.,Privado,Córdoba,Freyre,No,0.0
SERVICIO DE EMERGENCIAS MEDICAS CEM S.R.L VITTAL,Privado,Córdoba,Oncativo,No,0.0
SERVICIO DE EMERGENCIAS MEDICAS SEMEC - BRINKMANN,Privado,Córdoba,Brinkmann,No,0.0
SERVICIO DE EMERGENCIAS MEDICAS SEREM PRIVADO ARROYITO S.R.L,Privado,Córdoba,Arroyito,No,0.0
SERVICIO DE EMERGENCIAS MORTEROS SRL,Privado,Córdoba,Morteros,No,0.0
SERVICIO DE EMERGENCIAS SANATORIALES PROVITAL,Privado,Córdoba,Oncativo,No,0.0
"SERVICIO DE KINESIOLOGIA , FISIOTERAPIA FABIOLA",Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE MERGENCIAS MEDICAS AMPARAR,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE NEFROLOGIA PRIVADO ONCATIVO,Privado,Córdoba,Oncativo,No,0.0
SERVICIO DE NEFROLOGIA PRIVADO RIO CEBALLOS,Privado,Córdoba,Río Ceballos,No,0.0
SERVICIO DE NEFROLOGIA Y HEMODIALISIS CERYT S.A,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE PACIENTES BAJO TRATAMIENTO CRONICO PLATINUM,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASALDO DE PACIENTES BAJO TRATAMIENTO CRONICO LA RUSITA,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO AR - SALUD,Privado,Córdoba,Bialet Massé,No,0.0
SERVICIO DE TRASLADO BAJO TRATAMIENTO CRONICO GUS-CAR,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO BAJO TRATAMIENTO CRONICO URBANO SALUD,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO CASA GRASSI S.R.L,Privado,Córdoba,Río Cuarto,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENO CRONICO DE LA COOP. DE ONCATIVO LTDA.,Privado,Córdoba,Oncativo,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENO CRONICO DEL SERVICIO RENAL CAROYA PRIVADO,Privado,Córdoba,Colonia Caroya,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO A RODAR,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO AIKEN,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO ALAS,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO ALAVA,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO ALIANZA SALUD,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO ALVI,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO ARIEL,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO ARMANDO,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO AVANTI,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO C.I.D,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO CARPE DIEM,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO CHG,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO CURITAS,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO DANIEL,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO DAR,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO DEL VALLE,Privado,Córdoba,Salsipuedes (Salsipuedes),No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO DM,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO E.M,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO EL TRANSPORTADOR,Privado,Córdoba,Villa Carlos Paz,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO EMERGER TRASLADOS,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO EMPRENDER,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO ESTIMULOS SALUD,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO EZE,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO FGK,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO FXS,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO FYL,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO G.G.T.P,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO G.R.G,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO GENS,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO H Y P,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO H.O.C. SALUD,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO IMPULSAR,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO INTEGRAR,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO JAC,Privado,Córdoba,Unquillo,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO JC,Privado,Córdoba,Salsipuedes (Salsipuedes),No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO JCD,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO JCS,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO JM MARCELA,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO KALYANI,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO L Y K,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO L.E.D,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO LAS 3 D,Privado,Córdoba,Malagueño,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO LAZARO,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO LUPUMA,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO M Y G FERRO,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO MANA,Privado,Córdoba,Córdoba,No,0.0
